,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
cell_30,1.4987274,1.0821118,-1.4329635,0.7617556,-0.80329275,-0.39623186,1.5386504,-0.59254897,2.1095228,0.5556986,2.0435617,0.8049045,-0.7031527,0.9643208,1.1662979,1.1869776,-0.9946891,1.3570983,0.910987,-0.48663703,-1.5240419,0.66200966,1.6986533,0.7576767,0.38733757,0.71328855,-1.4813108,0.26672733,1.0260758,-1.3620615,-0.8195927,-0.5116364,-0.54751927,-0.7934287,0.37034938,0.6699155,0.94458973,1.7016864,1.3065796,1.8071462,-0.8093619,-0.64392865,1.876142,1.73891,-1.6941427,-1.8410615,1.0532157,-1.4283589,1.1549121,0.049812555,0.5115282,0.8570375,0.45373937,1.0776579,-1.1204765,0.68044525,-1.3162892,-1.1836512,-0.47775242,-0.2496483,0.5633095,-1.0756484,-1.4030094,0.76415753
cell_31,1.2890333,1.347851,-1.8734235,0.6419934,-0.31848675,-0.18290931,1.2651277,-0.42237893,1.9511287,0.45961788,2.1533954,0.9197798,-0.7727876,0.33251154,1.4138921,1.098274,-1.7412468,1.4764934,1.7523038,-0.7349623,-1.3507779,0.68352985,1.215399,0.22701517,0.32591224,0.52656883,-1.5842599,0.33952123,1.4608418,-1.7142639,-0.38203987,0.2553002,-0.7693461,-0.8167414,0.7692325,0.09812319,1.0028177,1.0586748,0.97236955,1.9039835,-0.68290347,-0.96270233,1.5248718,1.6970934,-0.8118558,-1.819949,0.9196402,-1.1142458,1.6305659,0.05374539,-0.3292618,0.4984293,0.5155282,0.8697715,-1.1926787,0.3198881,-1.230016,-1.0631099,-0.7917076,-0.41460466,0.41699153,-1.4324169,-1.2663965,1.1035304
cell_32,-0.7611627,-0.9208069,-1.3748231,1.1398635,0.996076,-0.48065776,-0.92493427,-0.76849556,1.5464281,0.43714997,1.6657875,-1.7387565,0.9421372,-1.1652998,-0.75063574,1.1504934,-1.2597555,1.2508053,1.6812997,-1.9377214,1.1618849,-1.2480464,1.2692405,-0.23194528,-1.8817961,-1.24103,-0.45037588,2.3044207,0.92624795,0.6167989,1.5636802,1.7204738,1.3662453,-1.1214843,-1.041626,0.7156061,0.81730175,0.55358326,-0.86002976,-0.47075498,-0.2988878,1.2872771,0.93762684,2.3575974,-1.6967345,0.6367133,-0.8107574,1.3249562,-0.4393124,0.1541557,0.3797934,-1.5370128,-0.117549315,0.8168566,-1.384782,-0.034955442,0.9225703,1.1285161,-0.6086451,-0.98293054,-2.0715563,0.5906484,1.2120771,-0.4502368
cell_33,0.4010913,1.0808606,-1.1231538,0.92400235,-0.81587565,-0.1958458,1.8942354,-0.74350435,1.7251803,1.1217854,2.195286,0.7842125,-0.5896486,0.31294295,1.4623028,0.76158834,-0.87764037,1.6597718,1.0023601,0.3515485,-2.3233953,1.0573022,1.5861094,0.13062978,0.94513285,1.1012573,-0.7594053,-0.25088933,1.0749558,-1.6326516,-0.6070092,-0.041513264,-0.44711626,-0.34147978,0.45925725,0.8579598,0.9201121,1.7861195,1.8388143,2.9323032,-1.0844227,-1.2247725,1.8115063,1.6080239,-0.8461366,-2.704197,1.5261867,-0.8162552,2.2930276,1.1734072,-0.43836847,0.81966877,0.8802645,1.3431153,-0.38918495,0.3117706,-0.51961774,-1.7916245,-0.74935246,-0.18878517,0.8788376,-1.3336546,-1.5341152,0.8990655
cell_34,0.7596286,0.43813205,0.6054477,0.4599974,-0.4617713,-2.0000198,-0.031655014,0.872499,0.927474,-0.3358606,-1.2623097,-1.0253661,-1.7346314,-1.2514356,0.6833147,0.9499958,-1.1886061,1.3196518,0.5446631,-0.56236666,0.56278986,0.7624512,-1.6769285,1.0439435,-1.9300816,-1.4529428,-0.60738045,0.7984347,0.20362625,-1.5698788,0.30938718,0.9652812,-0.07589921,-0.42199397,-1.3575804,-1.4237666,0.24778548,-0.58006775,-0.53893197,-0.956902,-1.8047355,-0.5407665,0.103724584,0.073826805,-1.4132776,0.124618,0.8877774,0.24703601,-0.42384258,0.81118226,0.4556631,-0.56277806,-0.39877987,0.43771768,-1.5464125,-1.270231,0.8033379,1.509831,-0.17558718,1.8449587,0.23267992,0.4548807,0.3211821,0.970089
cell_35,1.030723,1.767042,0.34611413,0.88720906,-0.49870086,-1.1181874,-0.45186013,1.4239849,-0.5250837,-1.7679669,-1.138604,-0.948626,-1.61219,-0.737928,0.9234333,1.3858769,-1.301336,-0.37952235,1.5875918,0.85892934,1.2792053,-1.251134,-1.3011992,1.231098,-1.5551512,-0.7948877,0.8651954,-0.44396052,-0.6472105,-1.6724007,0.96816665,-1.4871442,-0.7370137,-0.96853423,-1.312464,0.9579249,-0.8773459,-0.5767535,1.398587,0.14230302,-0.5915567,-0.9793701,-0.35509092,-0.1373414,-1.575755,0.07186051,1.189883,-0.863329,-0.59170115,-0.9604552,1.043953,-1.1329112,-1.6693369,-1.0580711,-1.1430844,-0.3949768,0.8155383,1.2109253,1.4644501,1.2016482,0.563115,-1.2281753,0.5361891,0.7642017
cell_36,1.3120828,2.1385183,1.3799263,0.719989,0.11660746,0.7758823,-0.4554419,1.1172268,0.76628804,-2.0812156,0.15096858,-2.0244768,-0.7694532,0.72981155,0.71385497,1.72275,-0.50617,-0.72463983,2.1150904,1.8762995,-0.20184213,-1.9381572,0.09942819,0.92199373,0.4076441,-2.1131544,-0.2888347,0.92058456,-0.73303044,-0.55505055,-0.1685604,-1.5102677,0.5911826,0.65468717,-1.4498572,1.1676686,-0.8935365,0.45212913,-0.36186147,0.7280358,1.4489607,-1.5575376,-0.22739986,0.5393407,-1.4301364,-0.7914477,-0.64587927,-0.27565098,-0.84386134,-1.9220176,0.7958863,0.2237963,-1.4522831,-1.5559504,-1.7176197,0.39512777,1.8041081,0.32233793,1.8103704,-0.67049885,-0.86982733,-0.69670445,-0.08681905,-1.383167
cell_37,0.8124217,0.09579912,1.2987878,-1.3325596,-0.9477703,-0.3750347,0.9289387,1.7634311,2.4105675,-1.9108765,-0.87226456,1.0866256,-1.4525781,1.3565688,-1.4541291,-0.46130112,-1.1831541,1.2238632,0.002012968,-1.2034115,1.388977,-1.5882956,1.6693497,1.0937264,-2.0190442,-1.5887501,-1.5010537,1.5735695,-1.3394114,0.90085065,-1.194818,-0.8819176,0.9561406,-1.1851001,-1.9275439,-1.3930174,-1.2221045,-0.30464748,-0.8303288,1.6679729,-0.15734962,1.2386364,1.6238497,1.3780316,1.1794041,-1.8954898,0.03544599,1.0854703,-0.6556864,1.4670448,-1.4051192,0.52183855,-2.0961912,0.13371202,-1.7277104,1.410487,1.357953,1.1623721,-0.2099846,1.6650234,0.31195495,-0.048841923,-0.9953918,-1.2044041
cell_38,1.7858365,0.69215894,-0.5653693,0.20554906,-0.7173251,-0.9426542,1.4819356,-0.6662622,2.3246598,0.5292256,2.0833638,0.69240975,-1.0651792,1.8845367,0.7212879,1.341562,-0.8855036,1.9751016,1.8139806,-0.09819837,0.055815727,0.37255016,1.1431803,1.2113585,0.6294536,0.17481062,-1.710855,0.641098,1.7637064,0.0006338656,-1.0123566,-0.7345923,-0.89041114,-0.36077386,0.54140794,0.5301454,1.568306,1.0895462,0.79834616,1.2532145,-0.44716328,-1.0664412,1.6541764,1.5120969,-1.3794621,-2.063743,0.5466841,-1.1777934,1.3044393,-0.4679719,1.3470011,1.2757661,0.13016431,0.32192224,-1.5897484,1.8036119,-1.0930715,-1.2198728,-0.680665,-1.3752749,0.7285777,-1.5578406,-0.46297473,0.7363198
cell_39,1.7004827,0.49114913,-0.47217274,1.2817531,-1.3671505,-1.5077779,-0.55657214,-0.52829254,0.34469834,0.19499542,0.29757875,1.5475136,-0.7936893,-0.37424412,1.8408232,-0.32049537,-1.8351843,0.17273626,1.8865556,-0.07169554,-0.32717678,0.22103025,1.3491067,0.72676545,0.23306455,0.6240607,0.56104153,-0.3817065,-0.6686704,-2.5714672,0.048216835,-1.2168994,-1.3027798,-1.2451864,0.45961675,1.0504922,-0.27532673,-0.14605522,1.4937702,1.4918069,-1.4672506,-2.1386757,-0.5297646,1.5612897,-0.9117172,-0.23729986,1.5152467,-0.77721465,1.2283525,0.12049782,0.14854869,0.3559959,0.47072113,1.958964,-0.13515647,1.1379355,-1.5317894,-0.5971945,-0.13290127,0.20366043,0.57236475,-1.8478895,-0.73361385,0.92822695
cell_40,0.027701437,1.1562073,1.2487301,-1.3115526,-0.5599342,-0.296924,1.954867,1.1021796,2.687116,-2.1633065,-1.0404103,0.8926585,-1.3977296,1.197726,-1.1899234,-0.22009875,-1.2189511,1.5388324,-0.16920477,-1.1424134,-0.08657727,-1.135645,1.5303999,1.2981517,-1.4705632,-1.6169763,-2.3266695,0.77259743,-0.80847615,0.33479276,-1.0473404,-1.6999847,0.48599264,-0.587196,-1.0339553,-2.1287377,-0.823187,-0.46553892,0.024086982,1.5775656,0.3702968,0.42196575,2.1637888,2.0597205,0.5464202,-2.2699976,0.48375264,1.4664707,-0.43992478,0.44302005,-1.091954,0.8890133,-1.831981,-0.14211322,-1.5912848,1.6988559,0.8474772,0.042443156,-0.25858313,1.611014,0.10294661,0.4688983,-1.3307158,-0.99639416
cell_41,-0.5119392,-1.1603081,-1.8889215,0.9132797,1.1193576,-0.62985545,-1.162896,-0.15654376,1.8477786,0.45281243,0.935295,-1.5465769,1.116287,-1.5619447,-0.8511753,0.5988396,-1.2545573,0.98370045,1.4830191,-2.2545142,0.66824263,-0.5319942,1.5162756,0.09110184,-1.7316567,-1.5980014,-0.4984454,1.8924985,1.7033044,0.3125766,1.8540688,1.2675189,0.89713824,-1.1275864,-1.129887,0.72015524,1.1340852,0.5839866,-1.1752644,-0.22981253,-0.9664049,1.0069999,1.119612,1.7256534,-1.7697794,0.39723316,-0.63045573,1.1887747,-0.74476004,0.48938936,0.5807167,-1.3484194,0.7929537,0.8991957,-1.1384842,-0.5220758,0.77565503,1.2008004,-0.6849866,-1.1090333,-1.5213228,0.5511971,0.7874037,-0.016215175
cell_42,1.7973447,1.8189112,0.24971402,0.230468,0.15627907,0.7726674,0.6327082,0.53182733,1.6421667,-0.74564826,1.526418,-1.9552166,-0.020710489,1.4245758,0.66454566,1.9502441,0.13155296,0.34112972,2.144978,1.6249211,-1.2369659,-1.2102978,0.4283293,0.5995008,1.1002984,-1.3561974,-1.2991976,0.71502596,0.74790436,-0.52468556,-0.90426767,-1.43237,0.084202334,1.3479813,-1.0064011,1.6463184,-0.28484207,1.366569,0.4789334,1.4198861,0.79782003,-1.8248538,1.5473422,0.51852787,-1.1526968,-1.6594446,-0.4882055,-0.85702014,-0.091809265,-2.0637975,1.0593855,1.0611573,-1.0736761,-0.49734548,-1.7687926,0.8316527,-0.2532756,-0.37157556,1.8671798,-1.0381738,-0.691069,-0.4302488,-1.0388672,-1.0194023
cell_43,1.2007996,-0.25133124,1.3564923,-1.7012963,-0.07673961,-0.8131641,1.5440359,0.66049683,2.6084538,-0.7448989,-0.60942036,1.988809,-0.9300132,0.95259535,-1.629675,-0.9944556,-0.81412864,1.877338,-1.1915193,-1.5913166,0.8402995,-0.9519845,1.2509037,1.395143,-0.6188787,-1.3279823,-2.0553012,1.6520808,-0.967735,-0.059523612,-1.7440218,-1.0949122,0.88392794,-0.32175773,-1.8995385,-1.098032,-0.11037454,-0.3854,-1.47769,1.9577004,-0.7088927,0.48251706,1.4079763,1.4744046,0.49644202,-1.9913635,1.3360896,0.7797895,0.006755084,1.5978957,-1.7148575,0.56239223,-1.3387082,0.81920105,-1.1915277,1.8095824,0.32369554,0.64119095,-0.4037156,1.7507026,1.4882797,0.43620336,-1.9419031,-0.73270863
cell_44,0.70664465,-2.1888127,-1.4225615,1.5398662,-1.6573197,2.131048,-0.41505948,2.1778824,-1.10675,1.3750801,1.9208022,-0.9346098,-1.7329679,-0.50495535,-1.3997943,-0.36322176,-1.4024429,-2.152044,1.1024739,1.9237659,2.1447165,-1.6785862,1.8991221,0.6515277,0.81031036,-1.3621545,1.1754531,-1.184284,1.0350661,-2.2621644,-1.211729,-2.2311459,2.515181,2.0648115,1.3126653,-2.5547645,1.5948123,0.0071732104,1.3416674,1.6104149,2.3954082,-0.31072658,2.471904,-1.4124247,1.3626987,0.9828933,-0.16288823,3.1705542,2.9334483,1.5845562,-1.411526,-2.3000076,0.83209175,-1.643466,1.4141438,-0.52515703,1.4762033,-2.3003557,3.3139617,0.74600005,1.0820072,1.1052167,1.85635,-2.61953
cell_45,0.205469,0.34411344,1.462537,-1.0214415,-0.7442403,-0.411243,1.3531575,1.4169008,0.28332508,-1.8889891,-0.9200486,0.5945251,-1.4810705,1.1294295,-0.6169659,-0.92494667,-1.8912728,0.91933376,0.030884743,-1.456256,0.8367411,-1.5980761,1.5591673,1.6981549,-1.8447921,-1.3990402,-1.3625185,0.9928968,-1.0956113,0.38314155,-1.3731198,-1.5189751,1.0605025,-1.8131204,-1.8198743,-1.0246549,-1.2449554,-0.0144507885,-1.1326778,1.4391673,-0.227085,0.73057187,1.6421981,1.7833444,0.5144325,-2.0014327,1.1365156,1.3946569,-1.3051518,1.4848857,-1.2098209,0.20495817,-2.2265544,0.14917743,-1.8780022,1.0878973,1.0214142,1.4389526,-0.39550564,1.0847952,0.78259695,-0.18762264,-0.45913702,-1.0846949
cell_46,0.46915764,-1.9044057,-0.80639875,1.5081757,-1.7681088,1.6507193,-0.56907225,2.033189,-1.5215402,1.2652786,2.0581577,-0.82593006,-1.2678132,-0.997375,-1.3198363,-0.24321803,-1.3123317,-2.296813,0.69427216,1.8564999,1.7851776,-0.8807254,1.5766022,0.052712694,0.6368795,-1.7901106,1.2451671,-1.2727209,0.50122327,-1.7564629,-1.4438326,-2.3999107,2.3651261,2.1700337,0.84500873,-3.3446279,0.92568004,0.6820604,1.866465,1.0443127,2.187168,-0.41618887,2.370923,-0.9638544,1.8329048,1.0499537,-1.2012023,3.0359073,3.4521377,1.3054757,-0.8103522,-2.2813482,1.3056852,-1.378942,1.5048269,-0.6625043,1.4979063,-1.8527925,2.7159243,0.9947916,0.4879287,1.5545826,1.7630965,-2.4547098
cell_47,0.16842854,2.4376874,2.2770536,-2.2659256,-0.9694481,-0.16925034,2.3542972,0.22759694,0.14914837,-2.7465613,2.8233762,-1.6246829,-1.5986171,-0.872394,-0.97249585,1.7026378,1.1240703,1.600776,-1.5640455,-1.677506,-1.4885161,-1.0521531,-1.1995326,-0.55776083,-2.2332726,1.1161385,0.8666383,-1.9262121,1.876173,0.5422106,0.09693803,0.7270466,1.6264067,1.7983726,0.7737299,1.2210011,0.30586687,1.9550462,2.2215452,1.9053428,-1.3602368,0.6217991,1.6355609,-0.020473659,1.140124,0.7691439,-1.7768453,1.5446982,1.2700341,1.8449769,1.2112958,-1.6110964,-0.93945485,0.592397,0.71958715,-1.6952344,-1.3304592,1.5228827,2.39683,1.1112264,-2.1377127,-1.6363354,0.62603474,1.0478462
cell_48,-0.65578645,-0.7773525,-1.6063273,1.3053472,1.5930653,-1.1783822,-1.057462,0.094363034,1.5131918,0.53892916,1.181803,-2.4035678,0.7913891,-1.3981451,-1.2421634,0.67062074,-1.2082599,0.9846998,1.5976573,-1.4024816,1.335341,-1.258791,0.9514028,-0.8609376,-2.028901,-1.2298986,-0.049026966,2.2385464,1.2386199,0.51038885,1.1550175,1.1838423,0.77786434,-0.4254959,-1.0216806,-0.0954445,1.2135779,0.24996081,-1.0413843,-0.7486621,-0.65340716,1.0402309,1.37502,1.9643393,-1.4537365,0.7968365,-1.0411407,1.1738087,-0.32003728,0.58991677,0.57747674,-1.4612606,-0.046588153,0.39827952,-1.4306797,-0.3446803,0.7656416,0.91501313,-0.42685026,-0.8401207,-1.9692734,0.3173743,0.7783194,-0.11982216
cell_49,1.567626,1.7378793,0.7295886,0.94836414,-1.1048766,-1.1600177,-0.7701956,1.4386212,-1.1193371,-1.808082,-0.7052409,-0.7987704,-1.4730687,-0.7158314,1.1290847,1.1908193,-1.1707721,-0.6373875,1.544081,0.38493368,0.28720078,-1.6490626,-0.98204964,0.86022437,-0.60756356,-0.7357925,1.2117102,0.033799544,-0.7852613,-1.3947972,0.97102904,-1.0948404,-1.2694024,-0.7311204,-1.5667272,0.8641857,-0.82392675,-0.5218903,1.2459339,-0.4095739,-0.8675692,-1.2234315,-0.8043591,-0.48501045,-0.95165175,0.39420444,1.461278,-1.0908612,-1.1251156,-0.93796825,0.6111416,-1.2269138,-1.6127853,-0.6662982,-0.73721015,-0.97589105,1.134671,1.0278038,1.216363,1.6042752,0.11740424,-1.1825044,1.007536,0.6431521
cell_50,1.8117602,1.1790335,1.1272366,-0.4368128,0.6955166,0.14086007,0.7636137,1.1202598,1.5401759,-1.6628975,0.9644857,-0.42776096,-0.50231785,1.5010766,-1.2303483,0.4934983,-0.21867043,0.431502,0.9593669,0.19912325,-0.24364705,-2.6068852,1.3208652,0.5362386,-0.5494642,-1.9778177,-2.5380595,1.6533014,-0.97505605,0.56267154,-1.0464969,-1.1911557,1.3329908,0.6540689,-1.8492792,0.3635528,-0.99378604,0.88320225,-1.1951522,1.4987316,1.031642,-0.66082424,1.9367092,1.3002152,-0.30028272,-1.3132441,-1.1083757,0.6913008,-0.8234442,-0.3441271,-0.19827469,0.8092514,-2.270298,-0.6899239,-2.5865479,0.63737977,1.0132506,1.3357625,0.8413149,-0.5412601,-0.28811198,-0.09793101,-1.0666722,-1.7013563
cell_51,0.2550265,0.47915116,0.30301377,-0.569272,-0.72628266,0.026480854,1.073434,1.7277939,2.1769094,-1.729921,-0.60454786,-0.55205995,-0.8912258,1.6641861,-0.31309566,-0.08823928,-0.3125293,0.89517605,-0.05397605,-0.6574969,0.80134356,-0.8854548,1.6120893,0.19472878,-1.730904,-0.74683166,-0.45892334,0.54024863,-0.025598362,0.46505636,-0.80701095,-1.3033183,-0.08299559,-1.5940993,-0.47378266,-1.5682786,-0.98008794,0.6072526,0.45120054,0.7037164,0.1154311,0.65495473,1.1549879,1.9574926,0.6778439,-1.6277872,-0.3951796,0.8639963,0.102576226,0.6672374,-1.5929155,0.701053,-1.3604438,0.27122426,-0.7793598,1.7825422,-0.34414417,-0.14815037,0.17840865,0.6773958,0.1352652,0.19196555,-0.7224192,0.50308526
cell_52,0.43185455,0.82378215,-1.449717,0.72696185,-0.5301791,0.32090998,1.9431616,-0.32253304,1.4149213,1.0250715,1.5885667,0.9601157,-0.89888716,0.32148468,1.4476265,1.0099382,-1.5916358,1.3749882,1.0357244,-1.1114336,-2.2318563,1.1321218,1.1410058,0.76285493,0.6180201,1.7431736,-0.7228986,-0.24709822,0.98913896,-2.1595178,-0.78751826,-0.6460755,-1.2290996,-0.8827331,0.4033104,0.275708,0.18479028,0.81733686,1.186232,2.0789516,-0.48150504,-0.7624156,1.7228945,2.1505346,-1.4530339,-1.894216,1.5791435,-1.4655318,1.6365176,1.0528243,-0.6160743,0.62343144,0.5887661,1.20765,-0.40693447,0.5993405,-1.0845158,-1.7289536,-0.81423044,0.34926406,0.8083233,-1.4660876,-1.2667421,0.880879
cell_53,1.0713832,1.4256198,0.7758694,-0.5853001,-0.6292839,-0.60711676,1.6024871,0.6036553,1.2381821,-1.162811,0.09092809,0.42924398,-1.195555,1.6393235,-0.07687309,1.0030279,-1.4941869,1.6846449,0.9559243,-0.5206215,0.091618195,-0.6018546,0.9595278,1.6287898,-0.55069387,-1.1209152,-1.96577,0.3367622,-0.42476666,-0.80145955,-1.2231953,-1.1930234,-0.18747355,-0.8836803,-0.5070601,-0.5714661,0.08995095,0.37662864,0.37179455,1.1339182,-0.6161124,-0.39394385,1.7894195,1.6603686,-0.39736414,-1.9551255,0.9695958,-0.10867566,0.73467255,-0.046249926,-0.26481208,0.70621526,-0.8937571,-0.35151476,-1.5031675,1.2463884,-0.27208143,-0.1725189,-0.035833098,0.74137807,1.0050337,-0.23477782,-1.0776858,-0.14125177
cell_54,1.6949084,0.7931777,-0.91106516,0.6887235,-0.19399083,-0.74033606,0.8063185,-0.742493,1.8531826,0.46208993,1.2493613,0.696261,-1.0480222,0.54371166,0.5016397,2.0757372,-1.4844038,1.2601805,1.104958,0.3630286,-1.0683968,0.9170308,1.1775918,1.2577674,0.6015845,2.1103723,-1.3741362,-0.20600714,1.156119,-1.4169805,-0.6531041,-0.97978723,-1.4714268,-0.29696313,0.7788435,0.795454,1.4021006,1.5881608,1.5269475,0.963836,-0.7104354,-1.5985181,0.8328967,1.4850483,-1.386345,-0.69172895,0.70605356,-1.2100027,1.4123503,0.29622212,0.8105516,0.4679463,0.6939077,1.3547131,-1.4976084,0.9296373,-0.9679669,-0.8460724,-0.43859416,-0.8784307,0.88539267,-1.6346974,-0.9273268,0.7844688
cell_55,1.1122092,1.7024158,1.0209731,0.64808345,-1.0447631,-0.9301844,-0.7216342,1.3154981,-0.4397592,-2.183223,-0.6593715,-1.5496057,-1.4592265,-0.14894769,0.89503014,1.5555451,-1.2452832,-1.0072845,1.9262273,0.774187,0.75116324,-1.3134626,-0.63189757,0.7850438,-1.1201617,-1.6658713,1.4867152,-0.51175654,-0.7367687,-1.0115991,0.7118783,-1.2687166,-0.4783699,-0.89482826,-1.6317922,0.9613331,-0.9133187,-0.08338675,1.2906494,-0.6924672,-0.40251496,-1.3561554,-0.8337837,-0.39188647,-1.7197303,0.23323976,0.59717876,-0.50117314,-1.1229948,-1.5061913,0.5231916,-0.76542026,-1.5688969,-1.308632,-1.029835,-0.39255488,0.70059395,1.3908386,1.7004395,1.1351576,-0.5019562,-1.489255,0.2660074,0.4798992
cell_56,-1.22436,1.7042172,-0.5119254,-0.98467106,-1.1932517,0.9079225,-0.59411013,1.1456456,0.17413104,-2.1270957,-1.0249729,-2.671638,-1.0793886,1.059598,-1.2963302,1.5070229,1.3600657,0.54821587,1.767078,1.2664703,1.8941607,-0.6799814,-0.4739163,-1.5523582,-2.1518931,-1.7171495,1.1220014,1.6777823,0.8920523,1.0518379,-0.3793104,-1.8017384,-1.0126839,-1.0746157,0.27684456,-0.89636666,-0.6070205,1.7621511,0.7948549,-0.8322607,1.7188492,0.86916435,-0.06087233,1.3502719,0.34849823,-1.4014381,-2.1752698,0.49011457,0.95704347,-2.3558757,-0.7794213,0.66204584,-1.8559856,1.0007191,0.8343401,1.6163237,-0.9283639,-0.76619077,1.9541199,0.047415674,-2.0343788,0.45978147,0.713382,0.7775648
cell_57,0.16339503,0.6675148,-1.3662636,1.0776398,-0.37571195,-0.4114609,1.7118788,-0.35176355,1.6290326,1.0025841,1.7294949,0.87923634,0.06414837,0.5123483,1.6967201,1.2195163,-1.3584517,1.5513657,0.7989284,-1.3426071,-2.3374867,1.24743,1.3896598,0.21119532,0.830028,1.1791312,-0.8508648,0.115198195,0.45670414,-2.0197845,-0.59235406,-0.57138455,-0.51252675,-1.0622671,1.1897376,0.990598,0.65555197,1.0803152,1.3822167,2.290561,-0.8091388,-1.0232742,1.3959435,2.0307698,-1.1713496,-1.2791045,1.3460472,-1.3860962,1.8442668,0.85004604,-0.4949352,0.9008914,0.9177332,1.5583681,0.414253,0.1363771,-0.8557982,-1.5679485,-0.7805002,0.08655801,0.3477243,-1.5120857,-1.6062086,0.7988153
cell_58,1.2267087,1.249193,-0.5216433,0.83921456,-1.0383399,-1.7989756,0.19823837,0.014608979,1.2580004,0.6861888,0.4866243,0.28932777,-1.8590941,0.58699286,0.7929164,1.2606246,-1.4278831,0.25061178,1.8392895,-0.44060355,0.17222787,0.4185092,0.48245156,1.5514684,0.679936,0.6746903,-0.80723387,-0.35481796,1.2347676,-1.3377362,-0.65168345,-1.1225414,-1.6796566,-0.38701966,0.40726867,0.7519079,1.1744809,0.6271701,0.74135256,0.30384234,-1.4890326,-1.5000817,0.5582308,0.86597806,-1.6217103,-0.3737648,1.5514631,-1.3682569,0.56733036,-0.27907676,1.4253136,0.39388502,0.45437044,0.4395554,-1.8456355,1.1389492,-0.9417696,-1.0106816,-0.5115248,-1.1006098,1.4616503,-1.6897432,0.004187908,1.3011808
cell_59,0.8965585,-2.0776918,-1.5920588,1.3855486,-1.9018507,1.7782286,-0.8445688,2.1896873,-1.6622033,1.2033604,2.2241147,-1.4836321,-1.3267132,-0.63017225,-1.4395434,0.07601512,-1.3731166,-2.0994663,0.9935884,2.1026735,2.4129846,-1.2453419,1.37093,1.0813588,0.4670768,-1.3834869,1.9475347,-0.7173861,0.47959098,-2.521001,-1.4194412,-2.5496562,2.7554996,2.1097436,1.4018298,-1.8511235,0.91803133,0.18175341,1.6713711,1.948564,1.9770068,0.06721106,1.9828699,-0.8678638,1.3833971,1.2292405,-0.48462608,3.0338721,2.8358514,1.5298815,-1.4210441,-1.868108,0.9246038,-1.3069507,1.1647677,-1.286948,1.6087217,-2.0577674,2.9265187,0.9703102,1.0272335,1.2683121,1.6017325,-3.0724232
cell_60,-0.35483065,-0.9813576,-1.749554,1.0037786,0.76123655,-1.304345,-1.1087435,-0.3096784,1.1249384,0.2884102,0.7146392,-1.5801051,0.6949674,-1.3480263,-1.0024564,1.055214,-0.41611186,0.97352993,1.5073181,-1.3565301,1.0991992,-0.9619912,1.2059036,-0.2117709,-1.3167651,-1.5102497,-0.9868975,2.0071914,1.6740085,0.41277933,1.1982646,1.1494,0.5994361,-0.8262548,-0.662506,0.97680956,1.1046101,0.07484013,-1.0068885,-0.6426312,-1.4244683,0.6868462,1.114918,1.818351,-1.3519166,0.68719625,-1.1726068,1.71622,-0.24722534,0.17904033,0.94929916,-1.7701738,0.7083619,1.3098733,-1.4136379,-0.62922007,0.56498647,1.6448205,-1.009797,-0.9335887,-1.3938326,0.9055159,0.91987896,-0.07687287
cell_61,1.9388942,1.7683917,1.4993885,1.0385877,0.055312812,-1.1170901,-0.43900713,0.84761846,-0.39874768,-1.8338109,-0.75099516,-1.9113966,-1.7102134,0.36302862,1.0328308,0.9701696,-1.2027111,-0.44435272,1.7069868,1.5170507,0.3274686,-1.7985706,-0.3381716,0.7277895,-0.18819085,-1.0211284,0.006043881,-0.5022222,-0.71887666,-1.4791527,0.030362323,-1.3980858,-0.23269892,-0.5017061,-1.4078515,1.1726819,-1.0457613,-0.108452365,1.1216542,0.23788287,-0.25477517,-1.4464006,0.08917558,0.3332099,-1.3657289,-0.041286595,0.74311006,-0.9907691,-1.1976895,-1.2453095,1.3483812,-0.3328529,-1.4646811,-1.6717803,-1.6731075,-0.82615197,0.7234089,1.2146301,1.9160261,0.36778945,-0.04540827,-1.873145,0.36437178,0.33242527
cell_62,-1.1872642,0.99373126,-1.1968918,-0.30718458,-1.1812415,0.72512484,0.21472539,1.2382133,1.8129439,-2.2151387,-1.1560974,-2.1976414,-0.9473798,1.1685091,-0.88033956,1.5774748,0.761369,1.2744875,1.7320062,1.9951413,2.1095002,-0.11053634,0.32712156,-1.7415416,-2.358007,-2.2290688,0.8498261,2.1291416,1.1601326,1.3720012,-0.35356638,-0.96673954,-0.5998602,-1.1873162,0.39225408,-1.1058488,0.054116488,2.4746501,1.1185861,-1.1660547,1.1625214,1.5909221,0.4228824,1.7353839,0.33017385,-1.027005,-0.80700743,0.37091094,1.3928691,-1.1070414,-1.7041869,1.1085864,-1.2869818,1.2913879,1.2487803,1.4274522,-1.2624786,-0.5162319,1.3266188,0.23072796,-1.7641172,1.4369678,0.99732995,1.1133122
